Rarity Rank,Name,Type,Mech Pattern,Organic Pattern,Primary Color,Secondary Color,Full Head Accessory,Head Top Accessory,Eye Accessory,Piercing,Glow Color,Eye Color
1885,Wolf #1551,Hybrid,Bolts,Polkadots,White,Coffee Brown,None,None,None,None,Neon Violet,Sunrise Orange
1886,Wolf #785,Mech,Zebra,None,Sunrise Orange,Avocado Green,None,None,None,None,Neon Green,Lemon Yellow
1887,Wolf #1263,Hybrid,Imperfecto,Split,Forest Green,Sunrise Orange,None,None,None,None,Neon Violet,Bubblegum Pink
1888,Wolf #3022,Hybrid,Color Burst,Wild,Coffee Brown,Midnight,None,None,None,None,Neon Red,Slime Green
1889,Wolf #1366,Organic,None,Split,Sunrise Orange,Avocado Green,None,None,Shutter Shades,Gold Left,None,Ocean Blue
1890,Wolf #282,Organic,None,Wild,Electric Blue,Lemon Yellow,None,None,Shutter Shades,Silver Left,None,Ocean Blue
1891,Wolf #2105,Organic,None,Moon and Stars,Burgundy,Lemon Yellow,None,None,Sci-Fi Visor,None,None,Candy
1892,Wolf #233,Organic,None,Polkadots,Bubblegum Pink,Coffee Brown,None,None,None,Gold Right and Nose,None,Electric Blue
1893,Wolf #2110,Organic,None,Wild,Mint,Royal Purple,None,Third Eye,None,Gold Nose,None,Lemon Yellow
1894,Wolf #391,Organic,None,Giraffe,Avocado Green,Forest Green,None,None,Ski Goggles,Gold Left,None,Coffee Brown
1895,Wolf #1548,Organic,None,Halloween,Royal Purple,Avocado Green,None,None,None,Silver Nose,None,Chaos
1896,Wolf #804,Organic,None,Halloween,Ocean Blue,Coffee Brown,None,None,None,Gold Nose,None,Electric Blue
1897,Wolf #1392,Hybrid,Zebra,Giraffe,Midnight,Mint,None,None,None,None,Neon Green,Coffee Brown
1898,Wolf #1642,Organic,None,Wild,Avocado Green,Royal Purple,None,Unicorn Horn,Sci-Fi Visor,None,None,Electric Blue
1899,Wolf #2701,Organic,None,Hearts,Forest Green,Avocado Green,None,Third Eye,None,Gold Right,None,Electric Blue
1900,Wolf #742,Organic,None,Checker,Burgundy,Avocado Green,VR Headset,None,None,None,None,Candy
1901,Wolf #211,Organic,None,Giraffe,Forest Green,Bubblegum Pink,WcDonald’s Hat,None,None,None,None,Lemon Yellow
1902,Wolf #290,Organic,None,Base,Royal Purple,Ocean Blue,Headband,None,None,None,None,Bubblegum Pink
1903,Wolf #102,Organic,None,Hearts,Electric Blue,Sunrise Orange,None,Third Eye,Shutter Shades,None,None,Coffee Brown
1904,Wolf #3315,Organic,None,Hearts,Royal Purple,Sunrise Orange,None,Third Eye,None,Silver Left,None,Candy
1905,Wolf #1244,Mech,Imperfecto,None,Electric Blue,Sunrise Orange,None,None,None,None,Neon Green,Lemon Yellow
1906,Wolf #3222,Organic,None,Hearts,Avocado Green,Coffee Brown,None,None,Eye Patch,Silver Nose,None,Ocean Blue
1907,Wolf #2324,Organic,None,Hearts,Avocado Green,Sunrise Orange,None,None,Eye Patch,Silver Left,None,Sunrise Orange
1908,Wolf #2888,Hybrid,Bolts,Wild,White,Avocado Green,None,None,None,None,Neon Yellow,Coffee Brown
1909,Wolf #1707,Organic,None,Polkadots,Sunrise Orange,Avocado Green,None,None,Ski Goggles,Silver Right,None,Slime Green
1910,Wolf #737,Organic,None,Base,Coffee Brown,White,VR Headset,None,None,None,None,Coffee Brown
1911,Wolf #3075,Organic,None,Giraffe,Lemon Yellow,Forest Green,None,None,None,Gold Right and Nose,None,Bubblegum Pink
1912,Wolf #1799,Hybrid,Zebra,Giraffe,Electric Blue,Forest Green,None,None,None,None,Neon Red,Ocean Blue
1913,Wolf #1477,Organic,None,Wild,White,Royal Purple,Headband,None,None,Silver Left,None,Blood Red
1914,Wolf #1169,Organic,None,Split,Coffee Brown,Sunrise Orange,None,None,Lasers Red,None,None,Royal Purple
1915,Wolf #1207,Hybrid,Bolts,Split,Avocado Green,White,None,None,None,None,Neon Orange,Lemon Yellow
1916,Wolf #2952,Organic,None,Polkadots,Sunrise Orange,Royal Purple,None,None,Lasers Red,None,None,Sunrise Orange
1917,Wolf #3253,Organic,None,Tiger,White,Midnight,Doom Mask,None,None,None,None,Sunrise Orange
1918,Wolf #2064,Organic,None,Hearts,Coffee Brown,Avocado Green,None,None,Future Visor,None,None,Matrix
1919,Wolf #2442,Hybrid,Imperfecto,Polkadots,Avocado Green,Blood Red,None,None,None,None,Neon Green,Royal Purple
1920,Wolf #2461,Organic,None,Split,Coffee Brown,Slime Green,None,ETH Orb,None,Silver Left,None,Electric Blue
1921,Wolf #1280,Organic,None,Base,Royal Purple,Slime Green,None,Halo,None,None,None,Candy
1922,Wolf #2651,Organic,None,Base,Coffee Brown,Burgundy,None,Halo,None,None,None,Blood Red
1923,Wolf #2524,Mech,Bolts,None,Coffee Brown,Avocado Green,None,None,None,None,Neon Green,Royal Purple
1924,Wolf #1654,Organic,None,Split,Lemon Yellow,Ocean Blue,VR Headset,None,None,None,None,Bubblegum Pink
1925,Wolf #1823,Organic,None,Split,Sunrise Orange,Midnight,Headband,None,None,Silver Nose,None,Blood Red
1926,Wolf #1113,Organic,None,Giraffe,Coffee Brown,Forest Green,Crown,None,None,None,None,Coffee Brown
1927,Wolf #2338,Hybrid,Bolts,Checker,Lemon Yellow,Midnight,None,None,None,None,Neon Red,Lemon Yellow
1928,Wolf #1518,Hybrid,Color Burst,Wild,Midnight,Royal Purple,None,None,None,None,Neon Red,Lemon Yellow
1929,Wolf #1722,Organic,None,Checker,Avocado Green,Royal Purple,None,ETH Orb,None,Silver Left,None,Lemon Yellow
1930,Wolf #2780,Organic,None,Moon and Stars,Coffee Brown,Slime Green,Headband,None,None,None,None,Matrix
1931,Wolf #69,Hybrid,Color Burst,Hearts,Coffee Brown,Midnight,None,None,None,None,Neon Green,Electric Blue
1932,Wolf #2210,Organic,None,Polkadots,Ocean Blue,Bubblegum Pink,Headband,None,None,None,None,Bubblegum Pink
1933,Wolf #1199,Organic,None,Giraffe,Midnight,Lemon Yellow,None,None,None,Gold Right,None,Chaos
1934,Wolf #2489,Organic,None,Split,Electric Blue,Coffee Brown,None,None,Eye Patch,Silver Left,None,Electric Blue
1935,Wolf #2284,Organic,None,Polkadots,Coffee Brown,Sunrise Orange,None,Halo,None,Silver Left,None,Lemon Yellow
1936,Wolf #1218,Organic,None,Split,Sunrise Orange,Midnight,Speed Goggles,None,None,Gold Left,None,Coffee Brown
1937,Wolf #1662,Organic,None,Base,Midnight,Bubblegum Pink,None,ETH Orb,None,None,None,Slime Green
1938,Wolf #1229,Organic,None,Split,Avocado Green,Sunrise Orange,None,None,Steampunk Goggles,None,None,Lemon Lime
1939,Wolf #719,Organic,None,Checker,Lemon Yellow,Royal Purple,None,None,Shutter Shades,None,None,Lemon Lime
1940,Wolf #29,Organic,None,Halloween,Lemon Yellow,Slime Green,None,None,Sci-Fi Visor,None,None,Electric Blue
1941,Wolf #1586,Organic,None,Polkadots,Ocean Blue,Burgundy,Speed Goggles,None,None,None,None,Bubblegum Pink
1942,Wolf #2948,Organic,None,Tiger,Ocean Blue,Mint,Headband,None,None,None,None,Sunrise Orange
1943,Wolf #2480,Organic,None,Wild,Blood Red,Slime Green,None,None,Future Visor,None,None,Royal Purple
1944,Wolf #1685,Hybrid,Imperfecto,Giraffe,Burgundy,Sunrise Orange,None,None,None,None,Neon Red,Lemon Yellow
1945,Wolf #1904,Organic,None,Hearts,Lemon Yellow,Sunrise Orange,Speed Goggles,None,None,Silver Nose,None,Electric Blue
1946,Wolf #817,Hybrid,Zebra,Checker,Royal Purple,White,None,None,None,None,Neon Green,Electric Blue
1947,Wolf #567,Organic,None,Polkadots,Lemon Yellow,Sunrise Orange,None,Third Eye,None,Silver Nose,None,Sunrise Orange
1948,Wolf #838,Hybrid,Imperfecto,Wild,Sunrise Orange,Royal Purple,None,None,None,None,Neon Blue,Blood Red
1949,Wolf #2617,Organic,None,Wild,Avocado Green,Electric Blue,Speed Goggles,None,None,Silver Right,None,Candy
1950,Wolf #2304,Hybrid,Zebra,Polkadots,Sunrise Orange,White,None,None,None,None,Neon Green,Bubblegum Pink
1951,Wolf #1589,Organic,None,Split,White,Ocean Blue,None,None,Sci-Fi Visor,None,None,Royal Purple
1952,Wolf #1148,Organic,None,Hearts,Bubblegum Pink,Slime Green,Boxing Helmet,None,None,None,None,Slime Green
1953,Wolf #78,Mech,Bolts,None,Coffee Brown,Sunrise Orange,None,None,None,None,Neon Green,Sunrise Orange
1954,Wolf #2280,Hybrid,Imperfecto,Hearts,Electric Blue,Forest Green,None,None,None,None,Neon Red,Royal Purple
1955,Wolf #2646,Organic,None,Giraffe,Lemon Yellow,Burgundy,None,None,Flight Goggles,None,None,Royal Purple
1956,Wolf #86,Organic,None,Wild,Slime Green,Coffee Brown,Cubone Mask,None,None,None,None,Candy
1957,Wolf #2680,Hybrid,Bolts,Halloween,Royal Purple,Avocado Green,None,None,None,None,Neon Red,Coffee Brown
1958,Wolf #970,Organic,None,Tiger,Royal Purple,Midnight,None,Halo,None,None,None,Matrix
1959,Wolf #2879,Hybrid,Chrome,Split,Avocado Green,Sunrise Orange,None,None,None,None,Neon Red,Electric Blue
1960,Wolf #2076,Organic,None,Base,Blood Red,Sunrise Orange,None,None,Eye Patch,None,None,Lemon Yellow
1961,Wolf #2367,Hybrid,Zebra,Hearts,Midnight,Lemon Yellow,None,None,None,None,Neon Red,Electric Blue
1962,Wolf #2605,Organic,None,Checker,Royal Purple,Avocado Green,None,None,Eye Patch,None,None,Chaos
1963,Wolf #2376,Hybrid,Imperfecto,Hearts,Forest Green,Slime Green,None,None,None,None,Neon Green,Slime Green
1964,Wolf #1028,Organic,None,Base,Coffee Brown,Blood Red,Headband,None,None,None,None,Sunrise Orange
1965,Wolf #563,Organic,None,Checker,Royal Purple,Forest Green,None,None,None,Gold Left,None,Chaos
1966,Wolf #491,Organic,None,Wild,Electric Blue,Sunrise Orange,None,Third Eye,Ski Goggles,None,None,Blood Red
1967,Wolf #2374,Organic,None,Checker,Burgundy,Avocado Green,WcDonald’s Hat,None,None,None,None,Coffee Brown
1968,Wolf #591,Organic,None,Giraffe,Midnight,Slime Green,None,None,Future Visor,None,None,Candy
1969,Wolf #2337,Organic,None,Split,Coffee Brown,Electric Blue,Headband,None,None,Silver Right,None,Ocean Blue
1970,Wolf #2581,Organic,None,Wild,Forest Green,Sunrise Orange,None,None,Shutter Shades,Silver Nose,None,Lemon Yellow
1971,Wolf #2914,Mech,Bolts,None,Avocado Green,Lemon Yellow,None,None,None,None,Neon Green,Sunrise Orange
1972,Wolf #1344,Hybrid,Bolts,Tiger,Avocado Green,Lemon Yellow,None,None,None,None,Neon Violet,Slime Green
1973,Wolf #1170,Organic,None,Moon and Stars,White,Avocado Green,None,None,None,Silver Right and Nose,None,Blood Red
1974,Wolf #898,Organic,None,Wild,Sunrise Orange,White,None,None,Eye Patch,Silver Nose,None,Coffee Brown
1975,Wolf #1583,Hybrid,Imperfecto,Giraffe,Coffee Brown,Midnight,None,None,None,None,Neon Red,Blood Red
1976,Wolf #1788,Organic,None,Halloween,Avocado Green,Mint,None,None,Flight Goggles,None,None,Electric Blue
1977,Wolf #11,Organic,None,Split,White,Mint,None,None,None,Gold Left and Nose,None,Electric Blue
1978,Wolf #522,Organic,None,Moon and Stars,Royal Purple,Blood Red,None,None,Radar,None,None,Royal Purple
1979,Wolf #3233,Organic,None,Wild,Forest Green,Sunrise Orange,None,ETH Orb,Shutter Shades,None,None,Electric Blue
1980,Wolf #3309,Organic,None,Wild,Royal Purple,Electric Blue,None,ETH Orb,Ski Goggles,None,None,Ocean Blue
1981,Wolf #3194,Organic,None,Split,Lemon Yellow,Midnight,None,None,None,Gold Right and Nose,None,Sunrise Orange
1982,Wolf #2411,Organic,None,Hearts,Sunrise Orange,Forest Green,Crown,None,None,None,None,Electric Blue
1983,Wolf #1457,Organic,None,Giraffe,Burgundy,Royal Purple,None,None,Flight Goggles,None,None,Candy
1984,Wolf #2815,Organic,None,Giraffe,Coffee Brown,Mint,None,Halo,None,None,None,Lemon Lime
1985,Wolf #943,Mech,Imperfecto,None,Sunrise Orange,Forest Green,None,None,None,None,Neon Green,Electric Blue
1986,Wolf #3201,Organic,None,Wild,Avocado Green,Lemon Yellow,None,ETH Orb,None,Gold Right,None,Sunrise Orange
1987,Wolf #2246,Hybrid,Imperfecto,Polkadots,Forest Green,Lemon Yellow,None,None,None,None,Neon Red,Sunrise Orange
1988,Wolf #2177,Hybrid,Imperfecto,Giraffe,Slime Green,Electric Blue,None,None,None,None,Neon Red,Ocean Blue
1989,Wolf #917,Organic,None,Tiger,Royal Purple,Coffee Brown,None,Third Eye,None,Silver Left,None,Electric Blue
1990,Wolf #2590,Organic,None,Base,Sunrise Orange,Burgundy,None,Halo,None,None,None,Sunrise Orange
1991,Wolf #888,Organic,None,Hearts,White,Burgundy,None,None,None,Silver Right and Nose,None,Electric Blue
1992,Wolf #263,Organic,None,Giraffe,Electric Blue,Burgundy,Headband,None,None,None,None,Lemon Lime
1993,Wolf #2446,Organic,None,Flames,Royal Purple,Electric Blue,Speed Goggles,None,None,None,None,Lemon Lime
1994,Wolf #997,Organic,None,Halloween,Mint,Bubblegum Pink,None,ETH Orb,None,None,None,Lemon Yellow
1995,Wolf #3221,Organic,None,Flames,Sunrise Orange,Mint,Eye of the Observer,None,None,None,None,Candy
1996,Wolf #2506,Hybrid,Imperfecto,Wild,Midnight,Slime Green,None,None,None,None,Neon Red,Ocean Blue
1997,Wolf #2027,Organic,None,Wild,Avocado Green,Forest Green,None,Unicorn Horn,None,Gold Right,None,Lemon Yellow
1998,Wolf #3126,Organic,None,Wild,Midnight,Royal Purple,Cubone Mask,None,None,None,None,Candy
1999,Wolf #2771,Organic,None,Polkadots,Forest Green,Royal Purple,None,None,Radar,None,None,Lemon Lime
2000,Wolf #3208,Mech,Bolts,None,Sunrise Orange,Coffee Brown,None,None,None,None,Neon Green,Slime Green
2001,Wolf #155,Organic,None,Halloween,Slime Green,Burgundy,None,None,None,Gold Left,None,Slime Green
2002,Wolf #276,Organic,None,Flames,White,Ocean Blue,None,Third Eye,None,None,None,Sunrise Orange
2003,Wolf #1786,Organic,None,Hearts,Slime Green,Lemon Yellow,None,None,Eye Patch,None,None,Matrix
2004,Wolf #1327,Hybrid,Color Burst,Wild,Lemon Yellow,Avocado Green,None,None,None,None,Neon Green,Sunrise Orange
2005,Wolf #531,Organic,None,Base,Forest Green,Electric Blue,Boxing Helmet,None,None,None,None,Coffee Brown
2006,Wolf #125,Organic,None,Split,Royal Purple,Avocado Green,Speed Goggles,None,None,Silver Nose,None,Sunrise Orange
2007,Wolf #2821,Organic,None,Flames,Burgundy,Electric Blue,None,None,None,Gold Nose,None,Royal Purple
2008,Wolf #234,Organic,None,Giraffe,Avocado Green,Sunrise Orange,Headband,None,None,Silver Nose,None,Blood Red
2009,Wolf #1320,Organic,None,Polkadots,Avocado Green,Coffee Brown,None,None,Ski Goggles,Silver Nose,None,Coffee Brown
2010,Wolf #1544,Organic,None,Polkadots,Bubblegum Pink,Midnight,Boxing Helmet,None,None,None,None,Blood Red
2011,Wolf #2852,Hybrid,Bolts,Tiger,Electric Blue,Forest Green,None,None,None,None,Neon Green,Bubblegum Pink
2012,Wolf #2566,Organic,None,Flames,Avocado Green,Bubblegum Pink,Eye of the Observer,None,None,None,None,Blood Red
2013,Wolf #1550,Organic,None,Halloween,Coffee Brown,Ocean Blue,None,None,Ski Goggles,None,None,Coffee Brown
2014,Wolf #2994,Organic,None,Giraffe,Slime Green,Lemon Yellow,None,ETH Orb,None,None,None,Chaos
2015,Wolf #3123,Organic,None,Thunder,Coffee Brown,Royal Purple,None,None,Radar,None,None,Lemon Yellow
2016,Wolf #1689,Hybrid,Imperfecto,Split,Lemon Yellow,Electric Blue,None,None,None,None,Neon Red,Royal Purple
2017,Wolf #991,Hybrid,Color Burst,Wild,Avocado Green,White,None,None,None,None,Neon Green,Ocean Blue
2018,Wolf #2063,Organic,None,Wild,Avocado Green,Forest Green,None,Unicorn Horn,Eye Patch,None,None,Coffee Brown
2019,Wolf #2534,Organic,None,Flames,White,Burgundy,Headband,None,None,None,None,Royal Purple
2020,Wolf #197,Organic,None,Giraffe,Sunrise Orange,Lemon Yellow,Headband,None,None,Silver Nose,None,Lemon Yellow
2021,Wolf #177,Organic,None,Halloween,Sunrise Orange,White,None,None,Deal with it Shades,None,None,Blood Red
2022,Wolf #2655,Organic,None,Wild,Bubblegum Pink,Electric Blue,None,None,None,Gold Right and Nose,None,Electric Blue
2023,Wolf #237,Organic,None,Halloween,Electric Blue,Forest Green,None,None,Flight Goggles,None,None,Electric Blue
2024,Wolf #896,Hybrid,Bolts,Split,Slime Green,Bubblegum Pink,None,None,None,None,Neon Green,Coffee Brown
2025,Wolf #3085,Organic,None,Split,Sunrise Orange,Forest Green,None,None,Lasers Red,None,None,Coffee Brown
2026,Wolf #278,Organic,None,Tiger,Coffee Brown,Lemon Yellow,None,None,None,Gold Left and Nose,None,Slime Green
2027,Wolf #634,Organic,None,Hearts,Forest Green,Electric Blue,Cubone Mask,None,None,None,None,Coffee Brown
2028,Wolf #1717,Organic,None,Giraffe,Royal Purple,Mint,None,None,Star Trek Visor,None,None,Slime Green
2029,Wolf #3247,Organic,None,Wild,White,Bubblegum Pink,None,None,Future Visor,None,None,Blood Red
2030,Wolf #1012,Organic,None,Wild,Sunrise Orange,Forest Green,None,None,Shutter Shades,Silver Left,None,Lemon Yellow
2031,Wolf #2011,Hybrid,Zebra,Wild,Sunrise Orange,Electric Blue,None,None,None,None,Neon Red,Candy
2032,Wolf #40,Organic,None,Wild,Burgundy,Mint,WcDonald’s Hat,None,None,None,None,Electric Blue
2033,Wolf #2535,Organic,None,Flames,White,Ocean Blue,Headband,None,None,None,None,Coffee Brown
2034,Wolf #674,Organic,None,Hearts,Royal Purple,Slime Green,WcDonald’s Hat,None,None,None,None,Sunrise Orange
2035,Wolf #1782,Organic,None,Polkadots,Sunrise Orange,Royal Purple,Speed Goggles,None,None,Silver Left,None,Coffee Brown
2036,Wolf #2440,Organic,None,Checker,Sunrise Orange,Avocado Green,Cubone Mask,None,None,None,None,Lemon Yellow
2037,Wolf #2664,Organic,None,Split,Burgundy,Electric Blue,None,None,None,Gold Left and Nose,None,Coffee Brown
2038,Wolf #3102,Organic,None,Flames,Royal Purple,Blood Red,None,Unicorn Horn,None,None,None,Sunrise Orange
2039,Wolf #3163,Organic,None,Wild,Forest Green,Bubblegum Pink,Doom Mask,None,None,None,None,Ocean Blue
2040,Wolf #788,Organic,None,Polkadots,Royal Purple,Avocado Green,None,Third Eye,None,Gold Left,None,Lemon Yellow
2041,Wolf #603,Organic,None,Flames,Coffee Brown,Sunrise Orange,None,None,Star Trek Visor,None,None,Electric Blue
2042,Wolf #848,Organic,None,Flames,Midnight,Blood Red,None,None,None,Silver Left,None,Ocean Blue
2043,Wolf #2509,Organic,None,Moon and Stars,Avocado Green,Electric Blue,None,None,Star Trek Visor,None,None,Blood Red
2044,Wolf #571,Organic,None,Hearts,Forest Green,Bubblegum Pink,Boxing Helmet,None,None,None,None,Slime Green
2045,Wolf #695,Organic,None,Thunder,Coffee Brown,Lemon Yellow,None,None,Eye Patch,None,None,Slime Green
2046,Wolf #3280,Hybrid,Zebra,Polkadots,Electric Blue,Sunrise Orange,None,None,None,None,Neon Green,Blood Red
2047,Wolf #1516,Organic,None,Tiger,Burgundy,Forest Green,None,None,Deal with it Shades,None,None,Blood Red
2048,Wolf #646,Hybrid,Zebra,Polkadots,Royal Purple,Coffee Brown,None,None,None,None,Neon Green,Bubblegum Pink
2049,Wolf #2753,Organic,None,Halloween,Lemon Yellow,Avocado Green,None,None,Sci-Fi Visor,None,None,Ocean Blue
2050,Wolf #773,Organic,None,Flames,Electric Blue,Slime Green,None,None,Shutter Shades,None,None,Blood Red
2051,Wolf #2668,Organic,None,Wild,Electric Blue,Mint,None,None,Steampunk Goggles,None,None,Royal Purple
2052,Wolf #93,Organic,None,Wild,Avocado Green,White,None,None,Sci-Fi Visor,None,None,Matrix
2053,Wolf #2799,Organic,None,Polkadots,Royal Purple,White,Headband,None,None,None,None,Chaos
2054,Wolf #161,Organic,None,Flames,Midnight,Slime Green,None,None,Deal with it Shades,None,None,Electric Blue
2055,Wolf #1740,Organic,None,Checker,White,Ocean Blue,None,None,None,Silver Left,None,Blood Red
2056,Wolf #89,Organic,None,Checker,Mint,Burgundy,Headband,None,None,None,None,Candy
2057,Wolf #2417,Organic,None,Tiger,Electric Blue,Slime Green,Boxing Helmet,None,None,None,None,Sunrise Orange
2058,Wolf #2125,Organic,None,Moon and Stars,Lemon Yellow,Royal Purple,None,None,Steampunk Goggles,None,None,Coffee Brown
2059,Wolf #2045,Organic,None,Polkadots,Sunrise Orange,Electric Blue,Headband,None,None,Silver Left,None,Coffee Brown
2060,Wolf #2830,Organic,None,Polkadots,Sunrise Orange,Lemon Yellow,None,None,Radar,None,None,Matrix
2061,Wolf #1210,Mech,Bolts,None,Avocado Green,Coffee Brown,None,None,None,None,Neon Green,Lemon Yellow
2062,Wolf #1649,Hybrid,Imperfecto,Hearts,Forest Green,Lemon Yellow,None,None,None,None,Neon Red,Electric Blue
2063,Wolf #1952,Hybrid,Zebra,Split,Avocado Green,Royal Purple,None,None,None,None,Neon Red,Royal Purple
2064,Wolf #2052,Organic,None,Halloween,Burgundy,Avocado Green,None,None,None,Gold Right,None,Ocean Blue
2065,Wolf #1414,Hybrid,Bolts,Giraffe,Burgundy,Royal Purple,None,None,None,None,Neon Green,Slime Green
2066,Wolf #3260,Hybrid,Bolts,Checker,Royal Purple,Forest Green,None,None,None,None,Neon Red,Lemon Yellow
2067,Wolf #2820,Organic,None,Hearts,Electric Blue,Blood Red,None,None,Deal with it Shades,None,None,Sunrise Orange
2068,Wolf #612,Organic,None,Thunder,Forest Green,Sunrise Orange,Speed Goggles,None,None,None,None,Ocean Blue
2069,Wolf #2954,Organic,None,Polkadots,White,Burgundy,Boxing Helmet,None,None,None,None,Slime Green
2070,Wolf #3239,Organic,None,Wild,Avocado Green,Sunrise Orange,None,Unicorn Horn,Ski Goggles,None,None,Coffee Brown
2071,Wolf #3199,Organic,None,Hearts,Slime Green,Coffee Brown,None,None,None,Gold Left,None,Matrix
2072,Wolf #1529,Organic,None,Tiger,Coffee Brown,White,Doom Mask,None,None,None,None,Lemon Yellow
2073,Wolf #3002,Organic,None,Tiger,Burgundy,Avocado Green,None,None,Flight Goggles,None,None,Coffee Brown
2074,Wolf #1703,Organic,None,Checker,Coffee Brown,Royal Purple,None,Third Eye,None,None,None,Chaos
2075,Wolf #1136,Organic,None,Wild,Avocado Green,Royal Purple,None,Unicorn Horn,None,Silver Nose,None,Sunrise Orange
2076,Wolf #2972,Hybrid,Imperfecto,Giraffe,Sunrise Orange,Slime Green,None,None,None,None,Neon Green,Ocean Blue
2077,Wolf #1167,Hybrid,Imperfecto,Checker,Sunrise Orange,Electric Blue,None,None,None,None,Neon Red,Electric Blue
